epsilon,sequence_index,method,horizon_steps,horizon_error_rad_s
0.5,2,nominal_physics,200,212.92952738962984
0.5,2,calibrated_physics,10,2.540144237173081e-07
0.5,2,calibrated_physics,50,0.0008472352015473916
0.5,2,calibrated_physics,100,0.008859577993803214
0.5,2,calibrated_physics,200,0.06452387516515046
0.5,3,rk4_oracle,10,0.0
0.5,3,rk4_oracle,50,0.0
0.5,3,rk4_oracle,100,0.0
0.5,3,rk4_oracle,200,0.0
0.5,3,nominal_physics,10,72.81021827735026
0.5,3,nominal_physics,50,219.7442938427331
0.5,3,nominal_physics,100,254.95127237795833
0.5,3,nominal_physics,200,215.59169740239685
0.5,3,calibrated_physics,10,2.6609041015035473e-07
0.5,3,calibrated_physics,50,0.0009004912793102449
0.5,3,calibrated_physics,100,0.009433390996036906
0.5,3,calibrated_physics,200,0.06893733179148853
0.5,4,rk4_oracle,10,0.0
0.5,4,rk4_oracle,50,0.0
0.5,4,rk4_oracle,100,0.0
0.5,4,rk4_oracle,200,0.0
0.5,4,nominal_physics,10,77.56313728832737
0.5,4,nominal_physics,50,234.28500194225185
0.5,4,nominal_physics,100,272.1750370834351
0.5,4,nominal_physics,200,230.88035313667632
0.5,4,calibrated_physics,10,2.6885885517913266e-07
0.5,4,calibrated_physics,50,0.0009221044037417414
0.5,4,calibrated_physics,100,0.009675492678979936
0.5,4,calibrated_physics,200,0.07092345743342321
0.5,5,rk4_oracle,10,0.0
0.5,5,rk4_oracle,50,0.0
0.5,5,rk4_oracle,100,0.0
0.5,5,rk4_oracle,200,0.0
0.5,5,nominal_physics,10,73.56466487388616
0.5,5,nominal_physics,50,223.31601713656545
0.5,5,nominal_physics,100,261.43381147745976
0.5,5,nominal_physics,200,225.88460088433257
0.5,5,calibrated_physics,10,1.7247128880626406e-07
0.5,5,calibrated_physics,50,0.0006453487370663424
0.5,5,calibrated_physics,100,0.0068406544592676255
0.5,5,calibrated_physics,200,0.051115518651755565
0.5,6,rk4_oracle,10,0.0
0.5,6,rk4_oracle,50,0.0
0.5,6,rk4_oracle,100,0.0
0.5,6,rk4_oracle,200,0.0
0.5,6,nominal_physics,10,75.74767628531367
0.5,6,nominal_physics,50,229.3960989224159
0.5,6,nominal_physics,100,267.5653236191102
0.5,6,nominal_physics,200,229.15284598100624
0.5,6,calibrated_physics,10,2.2937234689379693e-07
0.5,6,calibrated_physics,50,0.0008226730847127328
0.5,6,calibrated_physics,100,0.008678174945600858
0.5,6,calibrated_physics,200,0.06425561248653366
0.5,7,rk4_oracle,10,0.0
0.5,7,rk4_oracle,50,0.0
0.5,7,rk4_oracle,100,0.0
0.5,7,rk4_oracle,200,0.0
0.5,7,nominal_physics,10,69.5056050301489
0.5,7,nominal_physics,50,211.5892319485404
0.5,7,nominal_physics,100,248.785332712203
0.5,7,nominal_physics,200,217.2011191427671
0.5,7,calibrated_physics,10,1.3212741123425076e-07
0.5,7,calibrated_physics,50,0.0005210450462413974
0.5,7,calibrated_physics,100,0.005555091643543619
0.5,7,calibrated_physics,200,0.04196747749716678
0.5,8,rk4_oracle,10,0.0
0.5,8,rk4_oracle,50,0.0
0.5,8,rk4_oracle,100,0.0
0.5,8,rk4_oracle,200,0.0
0.5,8,nominal_physics,10,70.99436340397818
0.5,8,nominal_physics,50,212.6240982879689
0.5,8,nominal_physics,100,243.78439060768824
0.5,8,nominal_physics,200,200.38383737449092
0.5,8,calibrated_physics,10,3.706363145283831e-07
0.5,8,calibrated_physics,50,0.0011109306374805783
0.5,8,calibrated_physics,100,0.011457934401732928
0.5,8,calibrated_physics,200,0.08130953438072197
0.5,9,rk4_oracle,10,0.0
0.5,9,rk4_oracle,50,0.0
0.5,9,rk4_oracle,100,0.0
0.5,9,rk4_oracle,200,0.0
0.5,9,nominal_physics,10,80.45339584759313
0.5,9,nominal_physics,50,245.57365419370421
0.5,9,nominal_physics,100,289.94436520641983
0.5,9,nominal_physics,200,255.66183785123403
0.5,9,calibrated_physics,10,1.605048396413622e-07
0.5,9,calibrated_physics,50,0.0006656990014448638
0.5,9,calibrated_physics,100,0.007135354674858263
0.5,9,calibrated_physics,200,0.054458825954327494
0.5,10,rk4_oracle,10,0.0
0.5,10,rk4_oracle,50,0.0
0.5,10,rk4_oracle,100,0.0
0.5,10,rk4_oracle,200,0.0
0.5,10,nominal_physics,10,71.56746534658777
0.5,10,nominal_physics,50,216.74721557366786
0.5,10,nominal_physics,100,252.83017642587333
0.5,10,nominal_physics,200,216.56851582734538
0.5,10,calibrated_physics,10,2.0521866872513783e-07
0.5,10,calibrated_physics,50,0.0007370075781523155
0.5,10,calibrated_physics,100,0.007775659925925993
0.5,10,calibrated_physics,200,0.05758865429615412
0.5,11,rk4_oracle,10,0.0
0.5,11,rk4_oracle,50,0.0
0.5,11,rk4_oracle,100,0.0
0.5,11,rk4_oracle,200,0.0
0.5,11,nominal_physics,10,69.97025168091841
0.5,11,nominal_physics,50,210.09256038707196
0.5,11,nominal_physics,100,241.83157853091205
0.5,11,nominal_physics,200,200.66079568400153
0.5,11,calibrated_physics,10,3.109713020421623e-07
0.5,11,calibrated_physics,50,0.0009693016062897186
0.5,11,calibrated_physics,100,0.010049185356933776
0.5,11,calibrated_physics,200,0.07201071486070987
0.5,12,rk4_oracle,10,0.0
0.5,12,rk4_oracle,50,0.0
0.5,12,rk4_oracle,100,0.0
0.5,12,rk4_oracle,200,0.0
0.5,12,nominal_physics,10,78.9670758553691
0.5,12,nominal_physics,50,239.7607462285774
0.5,12,nominal_physics,100,280.7675709309511
0.5,12,nominal_physics,200,242.76165565484902
0.5,12,calibrated_physics,10,1.9617374391600606e-07
0.5,12,calibrated_physics,50,0.0007361361240327824
0.5,12,calibrated_physics,100,0.007805550974467224
0.5,12,calibrated_physics,200,0.05836249295282414
0.5,13,rk4_oracle,10,0.0
0.5,13,rk4_oracle,50,0.0
0.5,13,rk4_oracle,100,0.0
0.5,13,rk4_oracle,200,0.0
0.5,13,nominal_physics,10,81.9632612803602
0.5,13,nominal_physics,50,248.5435931648445
0.5,13,nominal_physics,100,290.4845824191097
0.5,13,nominal_physics,200,249.98855791009865
0.5,13,calibrated_physics,10,2.584777121228399e-07
0.5,13,calibrated_physics,50,0.000947898255731161
0.5,13,calibrated_physics,100,0.010024980521336602
0.5,13,calibrated_physics,200,0.07459318695993034
0.5,14,rk4_oracle,10,0.0
0.5,14,rk4_oracle,50,0.0
0.5,14,rk4_oracle,100,0.0
0.5,14,rk4_oracle,200,0.0
0.5,14,nominal_physics,10,74.70810068146136
0.5,14,nominal_physics,50,224.57289350961136
0.5,14,nominal_physics,100,258.9530031338778
0.5,14,nominal_physics,200,215.77554127317745
0.5,14,calibrated_physics,10,3.238158683416259e-07
0.5,14,calibrated_physics,50,0.0010268673499922443
0.5,14,calibrated_physics,100,0.010669815648611802
0.5,14,calibrated_physics,200,0.07678093222293114
0.5,15,rk4_oracle,10,0.0
0.5,15,rk4_oracle,50,0.0
0.5,15,rk4_oracle,100,0.0
0.5,15,rk4_oracle,200,0.0
0.5,15,nominal_physics,10,73.15411992298101
0.5,15,nominal_physics,50,222.6049922316574
0.5,15,nominal_physics,100,261.57269777095047
0.5,15,nominal_physics,200,228.02325172243795
0.5,15,calibrated_physics,10,1.4914769508322934e-07
0.5,15,calibrated_physics,50,0.0005834153308228451
0.5,15,calibrated_physics,100,0.006214613839063077
0.5,15,calibrated_physics,200,0.046872462738576814
0.5,16,rk4_oracle,10,0.0
0.5,16,rk4_oracle,50,0.0
0.5,16,rk4_oracle,100,0.0
0.5,16,rk4_oracle,200,0.0
0.5,16,nominal_physics,10,66.9204460351637
0.5,16,nominal_physics,50,201.9031941277422
0.5,16,nominal_physics,100,234.13333736061864
0.5,16,nominal_physics,200,197.74448141951407
0.5,16,calibrated_physics,10,2.3033453544485383e-07
0.5,16,calibrated_physics,50,0.0007758686839451912
0.5,16,calibrated_physics,100,0.008123166118082281
0.5,16,calibrated_physics,200,0.05929670368985285
0.5,17,rk4_oracle,10,0.0
0.5,17,rk4_oracle,50,0.0
0.5,17,rk4_oracle,100,0.0
0.5,17,rk4_oracle,200,0.0
0.5,17,nominal_physics,10,69.89660675415581
0.5,17,nominal_physics,50,214.04553627261038
0.5,17,nominal_physics,100,253.99376352644325
0.5,17,nominal_physics,200,226.6663979098277
0.5,17,calibrated_physics,10,9.409927770320792e-08
0.5,17,calibrated_physics,50,0.0004174438127506619
0.5,17,calibrated_physics,100,0.004504706814884685
0.5,17,calibrated_physics,200,0.034824966046500094
0.5,18,rk4_oracle,10,0.0
0.5,18,rk4_oracle,50,0.0
0.5,18,rk4_oracle,100,0.0
0.5,18,rk4_oracle,200,0.0
0.5,18,nominal_physics,10,74.16600652542371
0.5,18,nominal_physics,50,227.18932502848781
0.5,18,nominal_physics,100,269.71951976400567
0.5,18,nominal_physics,200,240.9803529671092
0.5,18,calibrated_physics,10,9.724573146741022e-08
0.5,18,calibrated_physics,50,0.00043384714768990307
0.5,18,calibrated_physics,100,0.004684306020180884
0.5,18,calibrated_physics,200,0.036251573029858264
0.5,19,rk4_oracle,10,0.0
0.5,19,rk4_oracle,50,0.0
0.5,19,rk4_oracle,100,0.0
0.5,19,rk4_oracle,200,0.0
0.5,19,nominal_physics,10,69.67921811005476
0.5,19,nominal_physics,50,212.7391250392045
0.5,19,nominal_physics,100,251.27139688246757
0.5,19,nominal_physics,200,221.7558555210496
0.5,19,calibrated_physics,10,1.1415704648243263e-07
0.5,19,calibrated_physics,50,0.00047639639569752035
0.5,19,calibrated_physics,100,0.0051094671852638385
0.5,19,calibrated_physics,200,0.039041619170319564
0.5,20,rk4_oracle,10,0.0
0.5,20,rk4_oracle,50,0.0
0.5,20,rk4_oracle,100,0.0
0.5,20,rk4_oracle,200,0.0
0.5,20,nominal_physics,10,80.36204953202014
0.5,20,nominal_physics,50,243.86117575900852
0.5,20,nominal_physics,100,285.32434616692865
0.5,20,nominal_physics,200,246.18968884875522
0.5,20,calibrated_physics,10,2.445572135911789e-07
0.5,20,calibrated_physics,50,0.0009084715246672204
0.5,20,calibrated_physics,100,0.009622118030335969
0.5,20,calibrated_physics,200,0.07179511551737505
0.5,21,rk4_oracle,10,0.0
0.5,21,rk4_oracle,50,0.0
0.5,21,rk4_oracle,100,0.0
0.5,21,rk4_oracle,200,0.0
0.5,21,nominal_physics,10,77.36648511190572
0.5,21,nominal_physics,50,233.28610292868774
0.5,21,nominal_physics,100,270.28930471201954
0.5,21,nominal_physics,200,227.80998993935793
0.5,21,calibrated_physics,10,3.2009455708248424e-07
0.5,21,calibrated_physics,50,0.0010667744350030262
0.5,21,calibrated_physics,100,0.011154378189189629
0.5,21,calibrated_physics,200,0.08122694177009748
0.5,22,rk4_oracle,10,0.0
0.5,22,rk4_oracle,50,0.0
0.5,22,rk4_oracle,100,0.0
0.5,22,rk4_oracle,200,0.0
0.5,22,nominal_physics,10,72.66027665020505
0.5,22,nominal_physics,50,222.70601052593562
0.5,22,nominal_physics,100,264.63399163626144
0.5,22,nominal_physics,200,236.94162542359896
0.5,22,calibrated_physics,10,9.308189419243718e-08
0.5,22,calibrated_physics,50,0.0004204925263024961
0.5,22,calibrated_physics,100,0.004545608584521688
0.5,22,calibrated_physics,200,0.035259578196871644
0.5,23,rk4_oracle,10,0.0
0.5,23,rk4_oracle,50,0.0
0.5,23,rk4_oracle,100,0.0
0.5,23,rk4_oracle,200,0.0
0.5,23,nominal_physics,10,65.08593404600714
0.5,23,nominal_physics,50,197.19427240353872
0.5,23,nominal_physics,100,230.1598578190078
0.5,23,nominal_physics,200,197.42961261294715
0.5,23,calibrated_physics,10,1.629883286113909e-07
0.5,23,calibrated_physics,50,0.0005897896012356796
0.5,23,calibrated_physics,100,0.006227861002400914
0.5,23,calibrated_physics,200,0.04620003906515535
0.5,24,rk4_oracle,10,0.0
0.5,24,rk4_oracle,50,0.0
0.5,24,rk4_oracle,100,0.0
0.5,24,rk4_oracle,200,0.0
0.5,24,nominal_physics,10,75.15986132959102
0.5,24,nominal_physics,50,224.81937859970458
0.5,24,nominal_physics,100,257.2736153674622
0.5,24,nominal_physics,200,210.50650608518288
0.5,24,calibrated_physics,10,4.429447244547191e-07
0.5,24,calibrated_physics,50,0.0013025486215951787
0.5,24,calibrated_physics,100,0.013399599007868801
0.5,24,calibrated_physics,200,0.09462983290913485
0.5,25,rk4_oracle,10,0.0
0.5,25,rk4_oracle,50,0.0
0.5,25,rk4_oracle,100,0.0
0.5,25,rk4_oracle,200,0.0
0.5,25,nominal_physics,10,79.24233057190372
0.5,25,nominal_physics,50,239.73901402528108
0.5,25,nominal_physics,100,279.19802046478503
0.5,25,nominal_physics,200,238.24044290164574
0.5,25,calibrated_physics,10,2.4698869083294994e-07
0.5,25,calibrated_physics,50,0.0008702062872885108
0.5,25,calibrated_physics,100,0.009160356079462417
0.5,25,calibrated_physics,200,0.06755674233403397
0.5,26,rk4_oracle,10,0.0
0.5,26,rk4_oracle,50,0.0
0.5,26,rk4_oracle,100,0.0
0.5,26,rk4_oracle,200,0.0
0.5,26,nominal_physics,10,65.43863403409603
0.5,26,nominal_physics,50,197.6191510004458
0.5,26,nominal_physics,100,229.49913138918583
0.5,26,nominal_physics,200,194.5027939976094
0.5,26,calibrated_physics,10,2.1666386373908608e-07
0.5,26,calibrated_physics,50,0.0007417044326984978
0.5,26,calibrated_physics,100,0.007780780945097376
0.5,26,calibrated_physics,200,0.05700918678277844
0.5,27,rk4_oracle,10,0.0
0.5,27,rk4_oracle,50,0.0
0.5,27,rk4_oracle,100,0.0
0.5,27,rk4_oracle,200,0.0
0.5,27,nominal_physics,10,73.49961602071414
0.5,27,nominal_physics,50,220.0587733168129
0.5,27,nominal_physics,100,252.1887959617732
0.5,27,nominal_physics,200,207.06072381720375
0.5,27,calibrated_physics,10,3.896751650245278e-07
0.5,27,calibrated_physics,50,0.001162125915868728
0.5,27,calibrated_physics,100,0.011977823984409497
0.5,27,calibrated_physics,200,0.08489061174230983
0.5,28,rk4_oracle,10,0.0
0.5,28,rk4_oracle,50,0.0
0.5,28,rk4_oracle,100,0.0
0.5,28,rk4_oracle,200,0.0
0.5,28,nominal_physics,10,66.35907973073745
0.5,28,nominal_physics,50,201.20568802628668
0.5,28,nominal_physics,100,235.1197725973545
0.5,28,nominal_physics,200,202.2540091323831
0.5,28,calibrated_physics,10,1.6814362879813416e-07
0.5,28,calibrated_physics,50,0.0006167286091454116
0.5,28,calibrated_physics,100,0.006522509512137731
0.5,28,calibrated_physics,200,0.0485297862711036
0.5,29,rk4_oracle,10,0.0
0.5,29,rk4_oracle,50,0.0
0.5,29,rk4_oracle,100,0.0
0.5,29,rk4_oracle,200,0.0
0.5,29,nominal_physics,10,81.41246229078831
0.5,29,nominal_physics,50,246.40682923594323
0.5,29,nominal_physics,100,287.14729449463357
0.5,29,nominal_physics,200,245.39778796251687
0.5,29,calibrated_physics,10,2.700769528019009e-07
0.5,29,calibrated_physics,50,0.0009582021701817212
0.5,29,calibrated_physics,100,0.010095042572572765
0.5,29,calibrated_physics,200,0.07456845683435631
